GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
375,1084.54,2494.67,3061.61,302.35,165.89,-144.52,-2221.73,-18087.35,891.6,10916.94,-3978.12,131.76,-1536.0,-3846.36,-5382.36
377,1061.0,2465.59,3069.38,319.21,189.12,-147.19,-2231.22,-17897.3,925.59,10857.13,-4060.19,132.32,-1388.68,-3927.86,-5316.54
379,1011.14,2526.17,3065.86,311.43,153.43,-127.28,-2195.85,-18057.84,941.64,11031.18,-4081.44,131.96,-1340.13,-3949.48,-5289.61
381,1062.63,2551.11,3013.44,315.1,163.18,-121.86,-2252.3,-17957.96,903.01,10895.62,-4065.04,133.01,-1428.02,-3932.03,-5360.06
383,1013.2,2474.35,3104.03,309.38,144.79,-117.66,-2215.36,-18084.03,930.57,10992.35,-4016.7,133.41,-1448.37,-3883.29,-5331.67
385,1053.83,2447.45,3084.53,312.83,149.45,-125.37,-2216.45,-17980.26,918.28,10951.18,-4088.2,135.17,-1404.53,-3953.03,-5357.56
387,1045.71,2625.09,3075.16,319.27,158.57,-146.48,-2247.58,-17944.99,918.38,10870.73,-4099.59,134.59,-1326.13,-3964.99,-5291.13
389,1016.72,2588.67,3084.12,310.71,172.35,-125.85,-2239.42,-18129.93,920.51,10924.25,-3995.08,132.73,-1477.87,-3862.36,-5340.23
391,1094.29,2495.7,3042.32,328.09,161.98,-126.98,-2229.16,-17978.06,907.88,10993.55,-4128.07,133.51,-1310.4,-3994.56,-5304.96
393,1003.79,2519.02,3063.38,311.57,162.57,-122.96,-2231.93,-17928.32,911.08,10934.29,-4142.3,134.88,-1377.51,-4007.42,-5384.93
395,1072.22,2602.37,3044.33,321.62,144.84,-143.16,-2185.66,-18129.66,909.35,10875.7,-3980.54,135.07,-1488.05,-3845.47,-5333.51
397,1030.23,2539.51,3048.82,307.67,146.96,-142.29,-2201.05,-18109.16,926.62,10967.63,-4019.93,133.73,-1485.06,-3886.2,-5371.25
399,1097.14,2480.98,3050.2,313.15,172.23,-157.4,-2179.71,-18139.75,917.36,10977.38,-4024.84,135.82,-1468.42,-3889.02,-5357.43
401,1057.11,2504.59,3041.15,319.4,167.02,-130.21,-2205.44,-17980.42,912.02,10899.14,-4044.74,135.48,-1415.64,-3909.25,-5324.89
403,1071.84,2570.67,3069.93,313.74,166.9,-160.92,-2117.52,-18046.96,943.76,10981.76,-4097.59,138.39,-1206.79,-3959.2,-5165.99
405,1100.71,2455.53,3093.01,306.42,168.99,-148.67,-2211.05,-17741.03,932.62,10902.2,-4258.28,134.94,-1141.29,-4123.34,-5264.63
407,1070.64,2535.27,3032.36,318.53,158.08,-131.33,-2221.67,-17890.18,914.73,10868.26,-4130.77,136.65,-1345.31,-3994.11,-5339.42
409,1078.37,2547.15,3094.5,332.82,147.05,-134.8,-2179.83,-18052.74,921.07,11033.6,-4118.63,134.46,-1212.83,-3984.16,-5196.99
411,1073.53,2535.66,3045.13,317.53,164.0,-126.2,-2228.72,-17898.31,910.05,10927.96,-4153.71,132.0,-1279.35,-4021.71,-5301.05
413,1049.87,2501.83,3099.28,326.07,166.19,-154.57,-2269.52,-17802.61,927.43,10944.39,-4181.58,130.42,-1211.66,-4051.16,-5262.81
415,1062.2,2515.94,3040.3,315.42,158.22,-125.6,-2223.38,-17903.63,901.42,10878.26,-4126.57,134.34,-1380.85,-3992.23,-5373.07
417,1053.32,2554.13,3057.84,323.52,181.87,-124.32,-2233.13,-17926.37,921.17,10973.53,-4121.33,133.84,-1218.45,-3987.49,-5205.94
419,1062.15,2499.18,3071.78,322.53,139.07,-129.13,-2213.36,-18050.04,932.26,11005.03,-4061.91,134.39,-1360.53,-3927.52,-5288.05
421,1096.47,2531.06,3041.03,316.36,158.74,-127.12,-2219.23,-17995.95,914.7,10983.6,-4083.12,133.52,-1300.34,-3949.6,-5249.94
423,1087.02,2532.81,3038.74,326.87,157.91,-148.21,-2236.81,-18055.06,911.65,10965.12,-4005.81,133.42,-1419.96,-3872.39,-5292.35
425,1060.94,2505.58,3052.22,306.43,176.18,-132.33,-2223.63,-17947.96,901.96,10992.74,-4120.08,136.34,-1307.87,-3983.75,-5291.62
427,1021.92,2494.32,3055.67,320.3,151.4,-147.42,-2202.26,-18077.64,913.13,11067.14,-4032.41,137.32,-1403.44,-3895.1,-5298.53
429,1037.3,2557.4,3079.83,306.71,157.58,-152.71,-2180.66,-17918.2,950.69,10909.37,-4131.8,136.72,-1252.7,-3995.08,-5247.78
431,1046.97,2596.33,3015.31,312.89,152.14,-126.66,-2199.18,-18151.45,887.58,10970.13,-3956.51,137.05,-1495.93,-3819.46,-5315.39
433,1032.23,2553.22,3054.04,313.88,155.9,-148.39,-2195.36,-18096.93,900.09,10863.36,-3950.07,134.36,-1567.97,-3815.71,-5383.68
435,1066.61,2562.72,3045.54,321.12,162.55,-128.58,-2220.02,-18005.01,906.38,10833.52,-3973.65,133.06,-1455.17,-3840.59,-5295.76
437,1025.85,2495.68,3051.95,298.17,158.54,-142.2,-2206.85,-18088.51,910.79,10951.37,-4030.1,134.21,-1545.21,-3895.89,-5441.11
439,1098.72,2500.47,3069.52,320.2,149.01,-126.04,-2203.97,-18040.87,881.78,10867.2,-4012.48,134.76,-1483.98,-3877.72,-5361.7
441,1010.48,2559.26,3062.08,305.44,152.17,-139.93,-2208.64,-18069.29,900.17,10946.14,-4040.09,137.24,-1482.12,-3902.85,-5384.97
443,1075.17,2522.25,3065.42,312.21,162.03,-142.2,-2200.1,-17993.16,919.16,10842.88,-3989.82,133.87,-1436.34,-3855.95,-5292.3
445,1055.47,2577.58,3042.37,333.74,160.07,-138.63,-2208.62,-18000.58,938.89,10870.37,-4022.05,133.86,-1369.34,-3888.19,-5257.54
447,1000.93,2554.05,3034.13,308.63,149.11,-145.88,-2236.12,-17806.67,920.59,10984.26,-4253.18,135.21,-1236.97,-4117.97,-5354.94
449,1079.7,2533.04,3031.27,316.12,166.05,-143.34,-2207.15,-17901.32,939.49,10942.0,-4159.69,134.15,-1244.14,-4025.54,-5269.68
451,1048.74,2552.48,3068.74,321.22,179.09,-149.31,-2228.21,-17891.32,913.45,11035.55,-4237.18,135.29,-1149.56,-4101.9,-5251.46
453,1034.39,2488.01,3035.85,302.05,155.54,-144.43,-2193.28,-18053.37,927.82,10970.17,-4074.57,134.42,-1477.26,-3940.15,-5417.41
455,1020.31,2526.68,3076.94,293.52,148.95,-145.74,-2241.71,-17797.89,939.98,10919.49,-4217.54,134.13,-1259.48,-4083.41,-5342.89
457,1076.84,2488.52,3019.85,312.16,180.72,-156.88,-2176.25,-17898.2,903.56,10916.89,-4156.54,138.69,-1332.78,-4017.85,-5350.63
459,1047.42,2516.22,3050.88,317.82,131.49,-156.5,-2173.54,-17943.05,908.03,10854.84,-4064.94,135.86,-1446.39,-3929.08,-5375.48
461,1080.9,2582.06,3067.64,322.68,172.9,-125.08,-2206.08,-18120.25,933.36,10838.3,-3919.23,132.48,-1453.57,-3786.75,-5240.32
463,1047.96,2567.98,3105.27,313.87,163.63,-158.28,-2213.4,-18004.03,912.44,10870.4,-4027.81,133.76,-1394.17,-3894.05,-5288.22
465,978.28,2485.53,3103.19,315.57,154.92,-125.35,-2235.12,-18059.55,924.07,10967.5,-4055.07,133.41,-1490.97,-3921.66,-5412.62
