GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
97,1046.61,2537.23,3099.26,319.24,190.34,-132.31,-2239.33,-18405.35,934.08,11174.61,-4012.19,132.29,-1475.63,-3879.9,-5355.53
99,1018.79,2480.9,3074.08,316.61,148.17,-90.99,-2211.37,-18626.43,959.34,11257.89,-3896.28,129.97,-1673.01,-3766.31,-5439.32
101,1060.44,2503.58,3123.49,306.67,180.11,-108.98,-2226.42,-18621.6,968.5,11240.35,-3887.71,132.14,-1573.85,-3755.57,-5329.42
103,1063.81,2568.16,3134.25,325.98,171.36,-113.8,-2219.2,-18459.83,958.41,11173.95,-3979.45,133.31,-1396.92,-3846.15,-5243.07
105,1072.81,2512.14,3101.65,306.61,171.35,-96.1,-2172.54,-18483.82,952.9,11203.52,-3979.74,135.94,-1431.48,-3843.8,-5275.27
107,1073.36,2594.79,3097.54,312.96,158.49,-115.03,-2196.2,-18588.21,934.16,11185.04,-3925.24,131.97,-1543.1,-3793.27,-5336.36
109,1027.66,2520.0,3060.53,313.51,178.9,-106.36,-2208.01,-18620.02,950.28,11265.44,-3907.82,132.63,-1618.07,-3775.2,-5393.27
111,1063.48,2529.37,3079.32,304.87,152.94,-114.01,-2181.09,-18710.21,925.07,11269.67,-3836.21,130.1,-1680.59,-3706.11,-5386.69
113,1091.97,2534.72,3090.46,316.65,168.36,-133.49,-2211.03,-18580.18,952.04,11195.79,-3892.19,132.37,-1574.71,-3759.82,-5334.53
115,1068.49,2472.55,3075.32,305.55,157.35,-100.85,-2267.11,-18561.69,968.68,11233.79,-3891.09,129.47,-1647.93,-3761.62,-5409.55
117,1080.22,2542.41,3135.78,307.03,166.42,-123.02,-2181.58,-18761.46,955.7,11245.01,-3755.77,129.44,-1633.48,-3626.33,-5259.81
119,1169.37,2556.66,3100.67,331.51,162.71,-113.66,-2211.49,-18646.7,936.49,11158.39,-3825.67,129.76,-1556.06,-3695.91,-5251.96
121,1032.25,2547.75,3068.18,292.1,160.43,-78.74,-2209.22,-18801.12,967.91,11274.01,-3766.76,130.11,-1746.44,-3636.65,-5383.09
123,1069.65,2546.99,3115.62,313.37,156.96,-132.66,-2246.27,-18698.25,923.57,11273.58,-3823.66,128.4,-1677.42,-3695.26,-5372.67
125,1046.13,2499.96,3114.41,311.69,151.35,-97.46,-2274.71,-18761.5,960.32,11212.55,-3742.87,124.74,-1837.25,-3618.13,-5455.38
127,1072.15,2519.42,3101.05,316.72,172.08,-118.58,-2248.45,-18575.34,950.99,11188.29,-3865.26,128.51,-1621.65,-3736.75,-5358.4
129,1079.62,2548.77,3098.89,329.05,179.85,-131.62,-2204.75,-18599.01,967.97,11200.26,-3857.33,129.92,-1530.97,-3727.41,-5258.38
131,1119.95,2485.13,3086.18,313.87,159.13,-110.2,-2239.0,-18569.14,962.84,11276.29,-3940.84,129.83,-1514.93,-3811.02,-5325.95
133,1078.71,2511.28,3081.44,314.72,171.82,-110.55,-2224.36,-18786.85,955.84,11355.8,-3855.05,131.07,-1652.15,-3723.98,-5376.14
135,1037.71,2577.94,3042.18,327.89,159.88,-97.39,-2242.88,-18804.24,944.48,11270.49,-3778.62,127.37,-1783.93,-3651.24,-5435.18
137,1023.97,2551.46,3126.31,297.35,147.58,-113.64,-2234.3,-18615.83,957.11,11325.95,-3933.68,129.74,-1534.02,-3803.94,-5337.96
